province,phase,period_start,well_milled_price,regular_milled_price
Lanao del Norte,1st,2025-12-01,44.5,40.0
Leyte,1st,2025-12-01,63.84,44.13
Maguindanao,1st,2025-12-01,41.67,37.92
Marinduque,1st,2025-12-01,50.54,36.83
Masbate,1st,2025-12-01,51.25,42.67
Misamis Occidental,1st,2025-12-01,45.4,41.38
Misamis Oriental,1st,2025-12-01,65.0,57.74
Mountain Province,1st,2025-12-01,61.84,46.38
NCR,1st,2025-12-01,47.78,40.37
Negros Occidental,1st,2025-12-01,57.5,50.5
Negros Oriental,1st,2025-12-01,53.0,43.38
North Cotabato,1st,2025-12-01,49.0,43.25
Northern Samar,1st,2025-12-01,43.94,34.59
Nueva Ecija,1st,2025-12-01,42.5,34.87
Nueva Vizcaya,1st,2025-12-01,34.0,35.0
Occidental Mindoro,1st,2025-12-01,44.67,39.67
Oriental Mindoro,1st,2025-12-01,44.95,38.0
Palawan,1st,2025-12-01,60.61,47.46
Pampanga,1st,2025-12-01,43.8,39.1
Pangasinan,1st,2025-12-01,47.5,40.97
Quezon,1st,2025-12-01,48.0,38.5
Quirino,1st,2025-12-01,36.59,33.75
Rizal,1st,2025-12-01,53.54,43.04
Romblon,1st,2025-12-01,46.88,44.75
Sarangani,1st,2025-12-01,57.42,44.0
Siquijor,1st,2025-12-01,53.3,44.25
Sorsogon,1st,2025-12-01,41.49,39.0
South Cotabato,1st,2025-12-01,48.0,38.19
Southern Leyte,1st,2025-12-01,50.88,50.58
Sultan Kudarat,1st,2025-12-01,44.47,39.0
Sulu,1st,2025-12-01,,
Surigao Del Norte,1st,2025-12-01,43.79,35.79
Surigao Del Sur,1st,2025-12-01,45.5,38.0
Tarlac,1st,2025-12-01,54.67,34.0
Tawi-Tawi,1st,2025-12-01,65.0,41.88
Western Samar,1st,2025-12-01,48.25,43.67
Zambales,1st,2025-12-01,61.54,49.38
Zamboanga Del Norte,1st,2025-12-01,49.81,44.62
Zamboanga Del Sur,1st,2025-12-01,46.0,39.2
Zamboanga Sibugay,1st,2025-12-01,48.0,41.33
Abra,2nd,2025-12-16,50.0,36.5
Agusan Del Norte,2nd,2025-12-16,40.17,36.75
Agusan Del Sur,2nd,2025-12-16,52.75,45.75
Aklan,2nd,2025-12-16,50.0,37.0
Albay,2nd,2025-12-16,50.17,43.87
Antique,2nd,2025-12-16,48.84,38.5
Apayao,2nd,2025-12-16,38.7,37.7
Aurora,2nd,2025-12-16,35.5,35.0
Basilan,2nd,2025-12-16,46.5,43.0
Bataan,2nd,2025-12-16,51.34,36.6
Batanes,2nd,2025-12-16,58.75,
Batangas,2nd,2025-12-16,51.7,44.61
Benguet,2nd,2025-12-16,48.67,43.5
Biliran,2nd,2025-12-16,48.75,41.25
Bohol,2nd,2025-12-16,53.5,50.0
Bukidnon,2nd,2025-12-16,47.42,39.62
Bulacan,2nd,2025-12-16,47.33,36.75
Cagayan,2nd,2025-12-16,40.04,32.17
Camarines Norte,2nd,2025-12-16,44.75,37.5
Camarines Sur,2nd,2025-12-16,44.87,43.65
Camiguin,2nd,2025-12-16,47.59,41.0
Capiz,2nd,2025-12-16,48.0,46.34
Catanduanes,2nd,2025-12-16,41.8,37.55
Cavite,2nd,2025-12-16,43.58,42.48
Cebu,2nd,2025-12-16,54.88,44.27
City Of Isabela,2nd,2025-12-16,56.58,50.66
Davao De Oro,2nd,2025-12-16,,40.5
Davao Del Norte,2nd,2025-12-16,54.38,45.0
Davao Del Sur,2nd,2025-12-16,59.85,51.75
Davao Occidental,2nd,2025-12-16,58.34,46.78
Davao Oriental,2nd,2025-12-16,61.48,43.25
Dinagat Islands,2nd,2025-12-16,56.0,47.49
Eastern Samar,2nd,2025-12-16,51.5,39.0
Guimaras,2nd,2025-12-16,48.5,43.75
Ifugao,2nd,2025-12-16,52.2,46.0
Ilocos Norte,2nd,2025-12-16,37.9,34.0
Ilocos Sur,2nd,2025-12-16,41.0,33.5
Iloilo,2nd,2025-12-16,51.75,38.75
Isabela,2nd,2025-12-16,39.44,35.21
Kalinga,2nd,2025-12-16,40.0,37.0
La Union,2nd,2025-12-16,40.0,34.78
Laguna,2nd,2025-12-16,52.63,45.04
Lanao Del Sur,2nd,2025-12-16,51.46,44.17
Lanao del Norte,2nd,2025-12-16,44.5,40.0
Leyte,2nd,2025-12-16,63.87,44.13
Maguindanao,2nd,2025-12-16,40.84,37.5
Marinduque,2nd,2025-12-16,50.84,32.67
Masbate,2nd,2025-12-16,50.34,42.25
Misamis Occidental,2nd,2025-12-16,45.4,43.38
Misamis Oriental,2nd,2025-12-16,65.1,57.92
Mountain Province,2nd,2025-12-16,61.84,46.38
NCR,2nd,2025-12-16,48.12,40.35
Negros Occidental,2nd,2025-12-16,57.5,50.5
Negros Oriental,2nd,2025-12-16,54.88,44.33
North Cotabato,2nd,2025-12-16,58.34,48.9
Northern Samar,2nd,2025-12-16,47.0,35.92
Nueva Ecija,2nd,2025-12-16,44.1,35.42
Nueva Vizcaya,2nd,2025-12-16,35.0,35.5
Occidental Mindoro,2nd,2025-12-16,44.0,39.67
Oriental Mindoro,2nd,2025-12-16,45.0,37.67
Palawan,2nd,2025-12-16,46.92,38.28
Pampanga,2nd,2025-12-16,44.7,40.0
Pangasinan,2nd,2025-12-16,47.5,40.97
Quezon,2nd,2025-12-16,48.0,39.5
Quirino,2nd,2025-12-16,38.0,33.75
Rizal,2nd,2025-12-16,53.54,43.04
Romblon,2nd,2025-12-16,46.88,44.88
Sarangani,2nd,2025-12-16,57.84,45.5
Siquijor,2nd,2025-12-16,51.8,44.9
Sorsogon,2nd,2025-12-16,42.34,40.09
South Cotabato,2nd,2025-12-16,49.2,39.08
Southern Leyte,2nd,2025-12-16,51.45,51.01
Sultan Kudarat,2nd,2025-12-16,47.65,42.75
Sulu,2nd,2025-12-16,,
Surigao Del Norte,2nd,2025-12-16,48.27,41.46
Surigao Del Sur,2nd,2025-12-16,47.5,38.0
Tarlac,2nd,2025-12-16,54.67,34.0
Tawi-Tawi,2nd,2025-12-16,67.5,49.0
Western Samar,2nd,2025-12-16,56.0,48.17
Zambales,2nd,2025-12-16,62.53,50.23
Zamboanga Del Norte,2nd,2025-12-16,50.23,44.62
Zamboanga Del Sur,2nd,2025-12-16,48.48,43.88
Zamboanga Sibugay,2nd,2025-12-16,48.0,41.75
